system:index,COUNTY_NAM,mean
201602_0000000000000000001a,Monterey,12.801087151432245
201602_0000000000000000001b,Napa,12.642125734220352
201602_0000000000000000001c,Nevada,6.930888265809138
201602_0000000000000000001d,Orange,16.249704041748785
201602_0000000000000000001e,Placer,7.167810611566935
201602_0000000000000000001f,Plumas,2.6630038345908633
201602_00000000000000000020,Riverside,15.883163653628204
201602_00000000000000000021,Sacramento,12.671895900080983
201602_00000000000000000022,San Benito,12.731993999099958
201602_00000000000000000023,San Bernardino,13.770921296279628
201602_00000000000000000024,San Diego,15.263363694598425
201602_00000000000000000025,San Francisco,12.885624392298322
201602_00000000000000000026,San Joaquin,12.77513004935474
201602_00000000000000000027,San Luis Obispo,13.23594447065872
201602_00000000000000000028,San Mateo,13.062748810900018
201602_00000000000000000029,Santa Barbara,13.563540237412955
201602_0000000000000000003a,Santa Barbara,
201602_0000000000000000003b,Santa Barbara,15.969537353515648
201602_0000000000000000003c,Santa Barbara,15.161488786743412
201602_0000000000000000003d,Santa Barbara,14.932794189453148
201602_0000000000000000003e,Santa Barbara,15.66572049914434
201602_0000000000000000002a,Santa Clara,12.66669027467451
201602_0000000000000000002b,Santa Cruz,13.1609856243481
201602_0000000000000000002c,Shasta,7.483292525043098
201602_0000000000000000002d,Sierra,2.6996415501991047
201602_0000000000000000002e,Siskiyou,5.195689370246189
201602_0000000000000000002f,Solano,13.175604566551971
201602_00000000000000000030,Sonoma,12.009735878944674
201602_00000000000000000031,Stanislaus,12.728804238372273
201602_00000000000000000032,Sutter,13.44875441183953
201602_00000000000000000033,Tehama,9.974381844544627
201602_00000000000000000034,Trinity,6.526552637309936
201602_00000000000000000035,Tulare,7.080581292817972
201602_00000000000000000036,Tuolumne,4.14444296733132
201602_00000000000000000037,Ventura,12.870579210274975
201602_0000000000000000003f,Ventura,15.417879875786893
201602_00000000000000000040,Ventura,16.001763916015648
201602_00000000000000000041,Ventura,16.001763916015648
201602_00000000000000000042,Ventura,
201602_00000000000000000038,Yolo,13.321988174893463
201602_00000000000000000039,Yuba,11.758560275601548
201603_00000000000000000000,Alameda,13.45683776077245
201603_00000000000000000001,Alpine,1.9478281435759404
201603_00000000000000000002,Amador,10.281426660974622
201603_00000000000000000003,Butte,11.709863875425356
201603_00000000000000000004,Calaveras,10.882414652911812
201603_00000000000000000005,Colusa,13.03552321701738
201603_00000000000000000006,Contra Costa,13.968966372772758
201603_00000000000000000007,Del Norte,9.025174831330784
201603_00000000000000000008,El Dorado,7.815398847026878
201603_00000000000000000009,Fresno,9.841225208913071
201603_0000000000000000000a,Glenn,11.638215427498569
201603_0000000000000000000b,Humboldt,9.7044897616423
201603_0000000000000000000c,Imperial,20.868683685102333
201603_0000000000000000000d,Inyo,11.579394213736974
201603_0000000000000000000e,Kern,12.937984058186668
201603_0000000000000000000f,Kings,16.017298836246237
201603_00000000000000000010,Lake,10.322959733717537
201603_00000000000000000011,Lassen,4.403841021992309
201603_00000000000000000012,Los Angeles,13.71740944591404
201603_00000000000000000043,Los Angeles,15.367624803999801
201603_00000000000000000044,Los Angeles,15.138934904953551
201603_00000000000000000013,Madera,9.417297378971545
201603_00000000000000000014,Marin,12.870749677237841
201603_00000000000000000015,Mariposa,8.762226303814536
201603_00000000000000000016,Mendocino,10.420547158395543
201603_00000000000000000017,Merced,14.589256338777098
201603_00000000000000000018,Modoc,4.69880178964949
201603_00000000000000000019,Mono,1.2467362299986506
201603_0000000000000000001a,Monterey,12.864802879061218
201603_0000000000000000001b,Napa,13.02954180245024
201603_0000000000000000001c,Nevada,7.492401806683595
201603_0000000000000000001d,Orange,15.500579339489349
201603_0000000000000000001e,Placer,7.806871919404363
201603_0000000000000000001f,Plumas,4.154475832239874
201603_00000000000000000020,Riverside,17.15886425284419
201603_00000000000000000021,Sacramento,14.351847813676393
201603_00000000000000000022,San Benito,13.048445674292422
201603_00000000000000000023,San Bernardino,15.963210945750513
201603_00000000000000000024,San Diego,14.678483750132795
201603_00000000000000000025,San Francisco,13.247920600239711
201603_00000000000000000026,San Joaquin,14.417225316276095
201603_00000000000000000027,San Luis Obispo,13.818050831752164
201603_00000000000000000028,San Mateo,13.391731021021057
201603_00000000000000000029,Santa Barbara,13.18669686508988
201603_0000000000000000003a,Santa Barbara,
201603_0000000000000000003b,Santa Barbara,15.111749267578148
201603_0000000000000000003c,Santa Barbara,14.25669275966781
201603_0000000000000000003d,Santa Barbara,14.066278076171898
201603_0000000000000000003e,Santa Barbara,14.850355773329369
201603_0000000000000000002a,Santa Clara,12.810222283623121
201603_0000000000000000002b,Santa Cruz,13.119734553043234
201603_0000000000000000002c,Shasta,8.032272282577438
201603_0000000000000000002d,Sierra,3.912504009342172
201603_0000000000000000002e,Siskiyou,5.6307847459080955
201603_0000000000000000002f,Solano,14.093568663782
201603_00000000000000000030,Sonoma,12.04638471011111
201603_00000000000000000031,Stanislaus,14.085605874653268
201603_00000000000000000032,Sutter,14.790452250049945
201603_00000000000000000033,Tehama,10.57179928741954
201603_00000000000000000034,Trinity,6.548882459795913
201603_00000000000000000035,Tulare,8.403695930083533
201603_00000000000000000036,Tuolumne,4.990014767190666
201603_00000000000000000037,Ventura,12.351124649818521
201603_0000000000000000003f,Ventura,14.6706835410578
201603_00000000000000000040,Ventura,15.425927734375023
201603_00000000000000000041,Ventura,15.425927734375023
201603_00000000000000000042,Ventura,
201603_00000000000000000038,Yolo,14.173080399714506
201603_00000000000000000039,Yuba,12.58496304125913
201604_00000000000000000000,Alameda,15.430241897110534
201604_00000000000000000001,Alpine,4.061611401704955
201604_00000000000000000002,Amador,12.98494956808994
201604_00000000000000000003,Butte,15.82637616713837
201604_00000000000000000004,Calaveras,13.750985630927763
201604_00000000000000000005,Colusa,17.33046418836902
201604_00000000000000000006,Contra Costa,16.19770719122591
201604_00000000000000000007,Del Norte,11.519225786364462
201604_00000000000000000008,El Dorado,10.631394895391635
201604_00000000000000000009,Fresno,12.959138852890623
201604_0000000000000000000a,Glenn,15.986221018553223
201604_0000000000000000000b,Humboldt,11.82031097346126
201604_0000000000000000000c,Imperial,23.226660422626495
201604_0000000000000000000d,Inyo,14.733097713121028
201604_0000000000000000000e,Kern,16.153585961241966
201604_0000000000000000000f,Kings,19.903211419915955
201604_00000000000000000010,Lake,13.532046347640165
201604_00000000000000000011,Lassen,9.104387278839488
201604_00000000000000000012,Los Angeles,16.06744631211449
201604_00000000000000000043,Los Angeles,15.546346916950947
201604_00000000000000000044,Los Angeles,15.529219213025346
201604_00000000000000000013,Madera,12.434348660698802
201604_00000000000000000014,Marin,14.073822028873645
201604_00000000000000000015,Mariposa,11.455665907864184
201604_00000000000000000016,Mendocino,12.862800911487934
201604_00000000000000000017,Merced,17.779941811615934
201604_00000000000000000018,Modoc,9.54112090084102
201604_00000000000000000019,Mono,4.567356023055707
201604_0000000000000000001a,Monterey,14.52287375104783
201604_0000000000000000001b,Napa,15.862339071762076
201604_0000000000000000001c,Nevada,10.776596025937552
201604_0000000000000000001d,Orange,17.48356902999095
201604_0000000000000000001e,Placer,11.252499471405248
201604_0000000000000000001f,Plumas,8.61874709442717
201604_00000000000000000020,Riverside,19.343998460512726
201604_00000000000000000021,Sacramento,17.480089912155528
201604_00000000000000000022,San Benito,15.045186017745925
201604_00000000000000000023,San Bernardino,18.536571389535357
201604_00000000000000000024,San Diego,16.45969299537433
201604_00000000000000000025,San Francisco,14.262956756724313
201604_00000000000000000026,San Joaquin,17.064856936802826
201604_00000000000000000027,San Luis Obispo,15.974843622758955
201604_00000000000000000028,San Mateo,14.406127768080664
201604_00000000000000000029,Santa Barbara,14.585222988652907
201604_0000000000000000003a,Santa Barbara,
201604_0000000000000000003b,Santa Barbara,14.945153808593773
201604_0000000000000000003c,Santa Barbara,13.746012230131779
201604_0000000000000000003d,Santa Barbara,13.646844482421898
201604_0000000000000000003e,Santa Barbara,14.727618696479945
201604_0000000000000000002a,Santa Clara,14.653370609616186
201604_0000000000000000002b,Santa Cruz,14.243544624724768
201604_0000000000000000002c,Shasta,12.362879615528055
201604_0000000000000000002d,Sierra,7.936212619414488
201604_0000000000000000002e,Siskiyou,10.076131724427917
201604_0000000000000000002f,Solano,16.88675762658892
201604_00000000000000000030,Sonoma,13.955656748665005
201604_00000000000000000031,Stanislaus,16.891069787340243
201604_00000000000000000032,Sutter,18.987302638767513
201604_00000000000000000033,Tehama,14.63319772777672
201604_00000000000000000034,Trinity,10.768013520122174
201604_00000000000000000035,Tulare,11.509209251759525
201604_00000000000000000036,Tuolumne,7.88739676353991
201604_00000000000000000037,Ventura,14.343512512618068
201604_0000000000000000003f,Ventura,14.432606253864117
201604_00000000000000000040,Ventura,16.081933593750023
201604_00000000000000000041,Ventura,16.081933593750023
201604_00000000000000000042,Ventura,
201604_00000000000000000038,Yolo,17.896316614938456
201604_00000000000000000039,Yuba,16.40975259930516
201605_00000000000000000000,Alameda,16.62186043049688
201605_00000000000000000001,Alpine,7.1455633050368474
201605_00000000000000000002,Amador,15.989926401712339
201605_00000000000000000003,Butte,19.067255096736584
201605_00000000000000000004,Calaveras,16.43256380952893
201605_00000000000000000005,Colusa,20.564764746514488
201605_00000000000000000006,Contra Costa,17.669195885619693
201605_00000000000000000007,Del Norte,13.631888304392177
201605_00000000000000000008,El Dorado,13.750484342030745
201605_00000000000000000009,Fresno,16.012526568226537
201605_0000000000000000000a,Glenn,19.34615054771333
201605_0000000000000000000b,Humboldt,13.028220245988802
201605_0000000000000000000c,Imperial,25.190413620044904
201605_0000000000000000000d,Inyo,17.881862048661326
201605_0000000000000000000e,Kern,19.06401292141081
201605_0000000000000000000f,Kings,23.187602265568756
201605_00000000000000000010,Lake,16.150968310332036
201605_00000000000000000011,Lassen,11.73004450674563
201605_00000000000000000012,Los Angeles,16.93374551194081
201605_00000000000000000043,Los Angeles,15.021123407928057
201605_00000000000000000044,Los Angeles,15.235228387240728
201605_00000000000000000013,Madera,15.806887582240792
201605_00000000000000000014,Marin,14.888166487649938
201605_00000000000000000015,Mariposa,14.6334935205232
201605_00000000000000000016,Mendocino,14.932741587846992
201605_00000000000000000017,Merced,20.757664840791524
201605_00000000000000000018,Modoc,12.177687405052792
201605_00000000000000000019,Mono,7.315681887312137
201605_0000000000000000001a,Monterey,15.950009101855533
201605_0000000000000000001b,Napa,18.248222921522526
201605_0000000000000000001c,Nevada,14.039884093513505
201605_0000000000000000001d,Orange,17.086674858524628
201605_0000000000000000001e,Placer,14.263431694376393
201605_0000000000000000001f,Plumas,11.64763045901287
201605_00000000000000000020,Riverside,21.271790257905298
201605_00000000000000000021,Sacramento,20.442225269895427
201605_00000000000000000022,San Benito,16.970355682950114
201605_00000000000000000023,San Bernardino,21.554571544056614
201605_00000000000000000024,San Diego,16.84835152302178
201605_00000000000000000025,San Francisco,14.52189443232184
201605_00000000000000000026,San Joaquin,19.532225449439114
201605_00000000000000000027,San Luis Obispo,16.88448663896722
201605_00000000000000000028,San Mateo,14.606017570158944
201605_00000000000000000029,Santa Barbara,15.084453112464864
201605_0000000000000000003a,Santa Barbara,
201605_0000000000000000003b,Santa Barbara,14.809838867187523
201605_0000000000000000003c,Santa Barbara,13.49322884582635
201605_0000000000000000003d,Santa Barbara,13.383477783203148
201605_0000000000000000003e,Santa Barbara,14.27994163090711
201605_0000000000000000002a,Santa Clara,16.129921561578126
201605_0000000000000000002b,Santa Cruz,14.72149757801966
201605_0000000000000000002c,Shasta,15.075150436320655
201605_0000000000000000002d,Sierra,10.975975827301745
201605_0000000000000000002e,Siskiyou,12.599787020090508
201605_0000000000000000002f,Solano,19.028663626018286
201605_00000000000000000030,Sonoma,15.639799965802913
201605_00000000000000000031,Stanislaus,19.62774613002987
201605_00000000000000000032,Sutter,22.51536772070033
201605_00000000000000000033,Tehama,17.760165405421656
201605_00000000000000000034,Trinity,13.285945561870141
201605_00000000000000000035,Tulare,14.82216067135696
201605_00000000000000000036,Tuolumne,10.333844897852053
201605_00000000000000000037,Ventura,15.522078314373413
201605_0000000000000000003f,Ventura,14.349615127234172
201605_00000000000000000040,Ventura,15.633935546875023
201605_00000000000000000041,Ventura,15.633935546875023
201605_00000000000000000042,Ventura,
201605_00000000000000000038,Yolo,20.931044472685667
201605_00000000000000000039,Yuba,19.682248113303736
201606_00000000000000000000,Alameda,19.145624991106008
201606_00000000000000000001,Alpine,15.05884226923406
201606_00000000000000000002,Amador,21.480628384286028
201606_00000000000000000003,Butte,24.715291442007338
201606_00000000000000000004,Calaveras,21.922931848742053
201606_00000000000000000005,Colusa,25.85532960081912
201606_00000000000000000006,Contra Costa,20.318361815957157
201606_00000000000000000007,Del Norte,15.762987200959559
201606_00000000000000000008,El Dorado,19.86320779338224
201606_00000000000000000009,Fresno,22.70440832722872
201606_0000000000000000000a,Glenn,24.73938451104558
201606_0000000000000000000b,Humboldt,14.910736720562085
201606_0000000000000000000c,Imperial,33.41098122411066
201606_0000000000000000000d,Inyo,27.014122305942934
201606_0000000000000000000e,Kern,25.84293241206141
201606_0000000000000000000f,Kings,28.841970911118295
201606_00000000000000000010,Lake,20.79789903093095
201606_00000000000000000011,Lassen,18.2299616941663
201606_00000000000000000012,Los Angeles,23.685958377112957
201606_00000000000000000043,Los Angeles,17.134306743783032
201606_00000000000000000044,Los Angeles,17.50151951230808
201606_00000000000000000013,Madera,22.572843922609962
201606_00000000000000000014,Marin,16.963201061923073
201606_00000000000000000015,Mariposa,21.48930254167416
201606_00000000000000000016,Mendocino,18.04989048585839
201606_00000000000000000017,Merced,25.822662469571327
201606_00000000000000000018,Modoc,17.907003822372577
201606_00000000000000000019,Mono,16.07435165644369
201606_0000000000000000001a,Monterey,19.642516174108266
201606_0000000000000000001b,Napa,22.52665428878196
201606_0000000000000000001c,Nevada,19.891974626805958
201606_0000000000000000001d,Orange,21.165491060620518
201606_0000000000000000001e,Placer,20.110654258820958
201606_0000000000000000001f,Plumas,17.665953801686996
201606_00000000000000000020,Riverside,29.471926049588955
201606_00000000000000000021,Sacramento,24.40229152322415
201606_00000000000000000022,San Benito,20.845219918472097
201606_00000000000000000023,San Bernardino,30.43437431484473
201606_00000000000000000024,San Diego,23.39154657470033
201606_00000000000000000025,San Francisco,16.015008589086264
201606_00000000000000000026,San Joaquin,23.076917833009652
201606_00000000000000000027,San Luis Obispo,22.062744344244496
201606_00000000000000000028,San Mateo,15.916011668080555
201606_00000000000000000029,Santa Barbara,20.06391365237916
201606_0000000000000000003a,Santa Barbara,
201606_0000000000000000003b,Santa Barbara,16.927636718750023
201606_0000000000000000003c,Santa Barbara,14.8195290758349
201606_0000000000000000003d,Santa Barbara,14.699273681640648
201606_0000000000000000003e,Santa Barbara,16.4798374834589
201606_0000000000000000002a,Santa Clara,19.477211701542437
201606_0000000000000000002b,Santa Cruz,16.5432391155755
201606_0000000000000000002c,Shasta,20.414652396397766
201606_0000000000000000002d,Sierra,17.079068676761484
201606_0000000000000000002e,Siskiyou,17.03387715919947
201606_0000000000000000002f,Solano,22.40713498680134
201606_00000000000000000030,Sonoma,18.725923633357382
201606_00000000000000000031,Stanislaus,24.30209491574456
201606_00000000000000000032,Sutter,27.346726001806676
201606_00000000000000000033,Tehama,23.10492819096648
201606_00000000000000000034,Trinity,17.31395947241806
201606_00000000000000000035,Tulare,22.161984390283422
201606_00000000000000000036,Tuolumne,17.578773523176462
201606_00000000000000000037,Ventura,21.90611849184392
201606_0000000000000000003f,Ventura,15.941770528889412
201606_00000000000000000040,Ventura,18.578881835937523
201606_00000000000000000041,Ventura,18.578881835937523
201606_00000000000000000042,Ventura,
201606_00000000000000000038,Yolo,25.58946901198923
201606_00000000000000000039,Yuba,24.977401333010043
201607_00000000000000000000,Alameda,19.161988205206228
201607_00000000000000000001,Alpine,18.03890744537235
201607_00000000000000000002,Amador,23.06783522132651
201607_00000000000000000003,Butte,26.86603592328587
201607_00000000000000000004,Calaveras,23.57606934670639
201607_00000000000000000005,Colusa,27.690796589732305
201607_00000000000000000006,Contra Costa,19.841151962673276
201607_00000000000000000007,Del Norte,17.758676779234246
201607_00000000000000000008,El Dorado,22.111779747668468
201607_00000000000000000009,Fresno,24.763377190174467
201607_0000000000000000000a,Glenn,27.180520373572463
201607_0000000000000000000b,Humboldt,16.2028525476238
201607_0000000000000000000c,Imperial,35.60534116657195
201607_0000000000000000000d,Inyo,28.949583836029298
201607_0000000000000000000e,Kern,27.659191623965903
201607_0000000000000000000f,Kings,30.01389797246774
201607_00000000000000000010,Lake,23.441461440150395
201607_00000000000000000011,Lassen,21.636326211949527
201607_00000000000000000012,Los Angeles,25.231528146848657
201607_00000000000000000043,Los Angeles,18.347017959809662
201607_00000000000000000044,Los Angeles,19.101773176522112
201607_00000000000000000013,Madera,24.68614520739046
201607_00000000000000000014,Marin,16.403179983365355
201607_00000000000000000015,Mariposa,23.78544886442029
201607_00000000000000000016,Mendocino,20.028589951158963
201607_00000000000000000017,Merced,26.831788201772127
201607_00000000000000000018,Modoc,21.325978691500318
201607_00000000000000000019,Mono,19.46313037897522
201607_0000000000000000001a,Monterey,19.94493687086197
201607_0000000000000000001b,Napa,23.322247190809183
201607_0000000000000000001c,Nevada,22.21453226042222
201607_0000000000000000001d,Orange,23.04281531779171
201607_0000000000000000001e,Placer,22.277393044881943
201607_0000000000000000001f,Plumas,20.90327906920914
201607_00000000000000000020,Riverside,31.39284087450203
201607_00000000000000000021,Sacramento,24.367833672549708
201607_00000000000000000022,San Benito,21.483189681438056
201607_00000000000000000023,San Bernardino,32.08152402246998
201607_00000000000000000024,San Diego,25.366611481671395
201607_00000000000000000025,San Francisco,15.390891302304764
201607_00000000000000000026,San Joaquin,23.092092033864773
201607_00000000000000000027,San Luis Obispo,22.045614125817504
201607_00000000000000000028,San Mateo,15.713488808708695
201607_00000000000000000029,Santa Barbara,20.510433217990244
201607_0000000000000000003a,Santa Barbara,
201607_0000000000000000003b,Santa Barbara,18.202813720703148
201607_0000000000000000003c,Santa Barbara,15.867614361085366
201607_0000000000000000003d,Santa Barbara,15.304864501953148
201607_0000000000000000003e,Santa Barbara,17.988253823942028
201607_0000000000000000002a,Santa Clara,19.88881060037385
201607_0000000000000000002b,Santa Cruz,16.424449134049848
201607_0000000000000000002c,Shasta,23.92112609688356
201607_0000000000000000002d,Sierra,20.06518792325503
201607_0000000000000000002e,Siskiyou,19.999196897801813
201607_0000000000000000002f,Solano,22.10100228253316
201607_00000000000000000030,Sonoma,19.283709916655912
201607_00000000000000000031,Stanislaus,25.060243641926792
201607_00000000000000000032,Sutter,27.768328911878154
201607_00000000000000000033,Tehama,26.134878512326807
201607_00000000000000000034,Trinity,20.540130744077036
201607_00000000000000000035,Tulare,24.592850163616383
201607_00000000000000000036,Tuolumne,20.3479016636587
201607_00000000000000000037,Ventura,23.5089053812252
201607_0000000000000000003f,Ventura,16.664327322321853
201607_00000000000000000040,Ventura,20.181268310546898
201607_00000000000000000041,Ventura,20.181268310546898
201607_00000000000000000042,Ventura,
201607_00000000000000000038,Yolo,26.251240921895455
201607_00000000000000000039,Yuba,26.183570812283843
201608_00000000000000000000,Alameda,18.5366640407097
201608_00000000000000000001,Alpine,17.97154351034657
201608_00000000000000000002,Amador,22.18271816606688
201608_00000000000000000003,Butte,25.72343474585337
201608_00000000000000000004,Calaveras,22.734095501886173
201608_00000000000000000005,Colusa,26.786004375720726
201608_00000000000000000006,Contra Costa,18.77448378696963
201608_00000000000000000007,Del Norte,18.301249457595468
201608_00000000000000000008,El Dorado,21.727393056969348
201608_00000000000000000009,Fresno,23.96512826199455
201608_0000000000000000000a,Glenn,26.470120975567646
201608_0000000000000000000b,Humboldt,16.797827668161325
201608_0000000000000000000c,Imperial,34.930503262368816
201608_0000000000000000000d,Inyo,27.535594524035837
201608_0000000000000000000e,Kern,26.868572574115344
201608_0000000000000000000f,Kings,29.158833747081687
201608_00000000000000000010,Lake,23.352210402619868
201608_00000000000000000011,Lassen,21.75258072173372
201608_00000000000000000012,Los Angeles,24.795548682428755
201608_00000000000000000043,Los Angeles,18.7328757702465
201608_00000000000000000044,Los Angeles,19.279731697871792
201608_00000000000000000013,Madera,23.848533911629833
201608_00000000000000000014,Marin,15.794214680004373
201608_00000000000000000015,Mariposa,23.127029765531862
201608_00000000000000000016,Mendocino,19.624308910965407
201608_00000000000000000017,Merced,25.765807321171845
201608_00000000000000000018,Modoc,21.688993778670394
201608_00000000000000000019,Mono,19.028106956489154
201608_0000000000000000001a,Monterey,19.508940928902067
201608_0000000000000000001b,Napa,21.993028745422944
201608_0000000000000000001c,Nevada,21.80182909236384
201608_0000000000000000001d,Orange,22.619109079299097
201608_0000000000000000001e,Placer,21.862106116620517
201608_0000000000000000001f,Plumas,21.082577012315983
201608_00000000000000000020,Riverside,30.6063779378608
201608_00000000000000000021,Sacramento,22.873476743965632
201608_00000000000000000022,San Benito,21.10927608743481
201608_00000000000000000023,San Bernardino,30.73543552952114
201608_00000000000000000024,San Diego,25.05108337492557
201608_00000000000000000025,San Francisco,15.36469745994824
201608_00000000000000000026,San Joaquin,21.716120389173625
201608_00000000000000000027,San Luis Obispo,21.137397165675146
201608_00000000000000000028,San Mateo,15.825373677500899
201608_00000000000000000029,Santa Barbara,20.05659541548003
201608_0000000000000000003a,Santa Barbara,
201608_0000000000000000003b,Santa Barbara,18.306115722656273
201608_0000000000000000003c,Santa Barbara,16.105886552064028
201608_0000000000000000003d,Santa Barbara,15.613427734375023
201608_0000000000000000003e,Santa Barbara,18.021280304849753
201608_0000000000000000002a,Santa Clara,19.596857427080156
201608_0000000000000000002b,Santa Cruz,16.56250297150257
201608_0000000000000000002c,Shasta,23.88257933117094
201608_0000000000000000002d,Sierra,20.121463844245675
201608_0000000000000000002e,Siskiyou,21.14295668931462
201608_0000000000000000002f,Solano,20.69233565278246
201608_00000000000000000030,Sonoma,18.249048730830527
201608_00000000000000000031,Stanislaus,23.86220404085664
201608_00000000000000000032,Sutter,26.22879135466671
201608_00000000000000000033,Tehama,25.712494630637167
201608_00000000000000000034,Trinity,21.541372321880523
201608_00000000000000000035,Tulare,23.78722077819904
201608_00000000000000000036,Tuolumne,19.921555075474462
201608_00000000000000000037,Ventura,23.006856493195322
201608_0000000000000000003f,Ventura,17.115281183256542
201608_00000000000000000040,Ventura,20.020379638671898
201608_00000000000000000041,Ventura,20.020379638671898
201608_00000000000000000042,Ventura,
201608_00000000000000000038,Yolo,24.851864840131302
201608_00000000000000000039,Yuba,24.96459274911152
201609_00000000000000000000,Alameda,18.759441588354914
201609_00000000000000000001,Alpine,13.556704603353532
201609_00000000000000000002,Amador,19.839757153314405
201609_00000000000000000003,Butte,22.31718953328372
201609_00000000000000000004,Calaveras,20.357997342382724
201609_00000000000000000005,Colusa,23.628099799370567
201609_00000000000000000006,Contra Costa,19.480820166985744
201609_00000000000000000007,Del Norte,15.899562647207384
201609_00000000000000000008,El Dorado,18.393574503057593
201609_00000000000000000009,Fresno,20.231238190510464
201609_0000000000000000000a,Glenn,22.671248399025508
201609_0000000000000000000b,Humboldt,15.055438217305257
201609_0000000000000000000c,Imperial,29.18029549510526
201609_0000000000000000000d,Inyo,22.4562843536075
201609_0000000000000000000e,Kern,22.854501976839522
201609_0000000000000000000f,Kings,25.6313612022197
201609_00000000000000000010,Lake,20.307226162984975
201609_00000000000000000011,Lassen,16.37079359345217
201609_00000000000000000012,Los Angeles,21.949549278423067
201609_00000000000000000043,Los Angeles,19.06946118851785
201609_00000000000000000044,Los Angeles,19.48658641946729
201609_00000000000000000013,Madera,19.946657241930517
201609_00000000000000000014,Marin,16.734123366681505
201609_00000000000000000015,Mariposa,19.371800914730745
201609_00000000000000000016,Mendocino,17.843973533319048
201609_00000000000000000017,Merced,23.122814829034905
201609_00000000000000000018,Modoc,15.686219972435058
201609_00000000000000000019,Mono,14.13687242159018
201609_0000000000000000001a,Monterey,18.725501911833643
201609_0000000000000000001b,Napa,21.249542185746524
201609_0000000000000000001c,Nevada,18.290792726327428
201609_0000000000000000001d,Orange,21.93404726599501
201609_0000000000000000001e,Placer,18.538270651347705
201609_0000000000000000001f,Plumas,16.35953985232174
201609_00000000000000000020,Riverside,25.669504634699287
201609_00000000000000000021,Sacramento,22.20826818141257
201609_00000000000000000022,San Benito,19.69138955188921
201609_00000000000000000023,San Bernardino,25.567303410294688
201609_00000000000000000024,San Diego,22.09653401077738
201609_00000000000000000025,San Francisco,16.379214817604716
201609_00000000000000000026,San Joaquin,21.341443622188798
201609_00000000000000000027,San Luis Obispo,20.311460210688228
201609_00000000000000000028,San Mateo,16.56029379865838
201609_00000000000000000029,Santa Barbara,19.15512847209117
201609_0000000000000000003a,Santa Barbara,
201609_0000000000000000003b,Santa Barbara,18.732720947265648
201609_0000000000000000003c,Santa Barbara,17.18524510767555
201609_0000000000000000003d,Santa Barbara,16.916619873046898
201609_0000000000000000003e,Santa Barbara,18.504627945990073
201609_0000000000000000002a,Santa Clara,19.123204698650717
201609_0000000000000000002b,Santa Cruz,17.17325501805293
201609_0000000000000000002c,Shasta,19.184386619240456
201609_0000000000000000002d,Sierra,15.825001034757344
201609_0000000000000000002e,Siskiyou,15.361461839953602
201609_0000000000000000002f,Solano,20.903544645903864
201609_00000000000000000030,Sonoma,18.1712656683884
201609_00000000000000000031,Stanislaus,22.16021826998052
201609_00000000000000000032,Sutter,24.253856618277357
201609_00000000000000000033,Tehama,21.601478033010714
201609_00000000000000000034,Trinity,16.614871546453355
201609_00000000000000000035,Tulare,19.752986356931324
201609_00000000000000000036,Tuolumne,16.126731587452117
201609_00000000000000000037,Ventura,20.366173784660592
201609_0000000000000000003f,Ventura,17.79205985309411
201609_00000000000000000040,Ventura,19.954949951171898
201609_00000000000000000041,Ventura,19.954949951171898
201609_00000000000000000042,Ventura,
201609_00000000000000000038,Yolo,23.41483777509919
201609_00000000000000000039,Yuba,22.372654953897293
201610_00000000000000000000,Alameda,16.412131059712642
201610_00000000000000000001,Alpine,7.075628052964067
201610_00000000000000000002,Amador,14.253549072028449
201610_00000000000000000003,Butte,15.315224885993738
201610_00000000000000000004,Calaveras,14.91230212207812
201610_00000000000000000005,Colusa,16.549915322866845
201610_00000000000000000006,Contra Costa,16.892337463917872
201610_00000000000000000007,Del Norte,11.734631852238117
201610_00000000000000000008,El Dorado,12.120317296940442
201610_00000000000000000009,Fresno,15.127056882783998
201610_0000000000000000000a,Glenn,15.281713803276366
201610_0000000000000000000b,Humboldt,12.220139095802656
201610_0000000000000000000c,Imperial,25.700500145184822
201610_0000000000000000000d,Inyo,16.66973158419962
201610_0000000000000000000e,Kern,17.598168220829
201610_0000000000000000000f,Kings,20.299978212725037
201610_00000000000000000010,Lake,13.548742202406302
201610_00000000000000000011,Lassen,8.789276263285865
201610_00000000000000000012,Los Angeles,18.274027646639706
201610_00000000000000000043,Los Angeles,18.86878421407353
201610_00000000000000000044,Los Angeles,18.741459234829627
201610_00000000000000000013,Madera,14.604936382055456
201610_00000000000000000014,Marin,15.180965041190625
201610_00000000000000000015,Mariposa,13.736830509440962
201610_00000000000000000016,Mendocino,13.49106983416106
201610_00000000000000000017,Merced,18.635536380711137
201610_00000000000000000018,Modoc,8.674172326191242
201610_00000000000000000019,Mono,8.092751925401668
201610_0000000000000000001a,Monterey,15.941151943323852
201610_0000000000000000001b,Napa,16.1996144163016
201610_0000000000000000001c,Nevada,11.54026109141492
201610_0000000000000000001d,Orange,19.91335580254011
201610_0000000000000000001e,Placer,12.134993455889651
201610_0000000000000000001f,Plumas,8.801825447630105
201610_00000000000000000020,Riverside,22.105007238596265
201610_00000000000000000021,Sacramento,17.68566981119361
201610_00000000000000000022,San Benito,16.531776560943648
201610_00000000000000000023,San Bernardino,20.715001750987316
201610_00000000000000000024,San Diego,19.767423869930745
201610_00000000000000000025,San Francisco,15.469086170334569
