system:index,IDDIST,mean
20101025_00000000000000000009,170202,24.384350460879435
20101025_00000000000000000000,170302,24.178679304739823
20101025_00000000000000000008,170303,24.072356603997495
20101025_0000000000000000000a,170301,25.039164621542835
20101025_00000000000000000001,170101,24.59059202146921
20101025_00000000000000000002,170104,24.26999318069369
20101025_00000000000000000003,170102,24.15346554836683
20101025_00000000000000000007,170103,24.257479680120994
20101026_00000000000000000004,170201,21.41886269375003
20101026_00000000000000000005,170203,23.344468131694928
20101026_00000000000000000006,170204,22.90909474021305
20101026_00000000000000000009,170202,23.3943475851687
20101026_00000000000000000000,170302,23.631415413033128
20101026_00000000000000000008,170303,23.701459284369346
20101026_0000000000000000000a,170301,23.845073651810033
20101026_00000000000000000001,170101,23.827199916910843
20101026_00000000000000000002,170104,24.205862623050045
20101026_00000000000000000003,170102,24.24415770428551
20101026_00000000000000000007,170103,23.86728968306144
20101027_00000000000000000004,170201,21.81913564147094
20101027_00000000000000000005,170203,23.879396014414827
20101027_00000000000000000006,170204,23.283410803230858
20101027_00000000000000000009,170202,24.091800593978686
20101027_00000000000000000000,170302,24.517860228971166
20101027_00000000000000000008,170303,24.28984646581246
20101027_0000000000000000000a,170301,24.58520771486627
20101027_00000000000000000001,170101,24.35056870641348
20101027_00000000000000000002,170104,24.550213031565608
20101027_00000000000000000003,170102,24.604109307244165
20101027_00000000000000000007,170103,24.344746668236077
20101028_00000000000000000004,170201,22.942315413297063
20101028_00000000000000000005,170203,25.120233806011584
20101028_00000000000000000006,170204,24.40925491890625
20101028_00000000000000000009,170202,25.5175493340684
20101028_00000000000000000000,170302,26.374011617190973
20101028_00000000000000000008,170303,26.19616044815235
20101028_0000000000000000000a,170301,26.26183086681474
20101028_00000000000000000001,170101,26.120224618820753
20101028_00000000000000000002,170104,26.30334855643865
20101028_00000000000000000003,170102,26.038740516678683
20101028_00000000000000000007,170103,26.307535616358457
20101029_00000000000000000004,170201,22.424017048823412
20101029_00000000000000000005,170203,24.429208873640842
20101029_00000000000000000006,170204,23.2761853237867
20101029_00000000000000000009,170202,24.635063201944693
20101029_00000000000000000000,170302,25.965636612194356
20101029_00000000000000000008,170303,25.86335741483698
20101029_0000000000000000000a,170301,25.79706371037586
20101029_00000000000000000001,170101,25.623991760667106
20101029_00000000000000000002,170104,25.813475990171938
20101029_00000000000000000003,170102,25.255283220891084
20101029_00000000000000000007,170103,25.913008101675235
20101030_00000000000000000004,170201,22.35562236364107
20101030_00000000000000000005,170203,24.04509980512508
20101030_00000000000000000006,170204,23.03635233452513
20101030_00000000000000000009,170202,24.27466748538015
20101030_00000000000000000000,170302,24.890825317571455
20101030_00000000000000000008,170303,24.95205224422692
20101030_0000000000000000000a,170301,24.388458542075224
20101030_00000000000000000001,170101,24.77996294089036
20101030_00000000000000000002,170104,24.944386057938203
20101030_00000000000000000003,170102,24.219684418347732
20101030_00000000000000000007,170103,25.154226557763792
20101031_00000000000000000004,170201,22.45083967366213
20101031_00000000000000000005,170203,24.138893536067837
20101031_00000000000000000006,170204,22.99084252181951
20101031_00000000000000000009,170202,25.048958616365457
20101031_00000000000000000000,170302,25.547571033640978
20101031_00000000000000000008,170303,25.24089546487822
20101031_0000000000000000000a,170301,25.632988401615126
20101031_00000000000000000001,170101,24.962031924607775
20101031_00000000000000000002,170104,24.75551093569275
20101031_00000000000000000003,170102,24.05903327786119
20101031_00000000000000000007,170103,24.941817701041092
20101101_00000000000000000004,170201,18.58641696281542
20101101_00000000000000000005,170203,20.04689413138343
20101101_00000000000000000006,170204,19.68749468545373
20101101_00000000000000000009,170202,20.478557978936774
20101101_00000000000000000000,170302,20.021890095962377
20101101_00000000000000000008,170303,19.832240857676116
20101101_0000000000000000000a,170301,21.109739093434246
20101101_00000000000000000001,170101,20.680213385562848
20101101_00000000000000000002,170104,20.442954239757455
20101101_00000000000000000003,170102,20.506275322456236
20101101_00000000000000000007,170103,20.15529781364191
20101102_00000000000000000004,170201,20.575140613478894
20101102_00000000000000000005,170203,22.734128640855346
20101102_00000000000000000006,170204,22.33895812110907
20101102_00000000000000000009,170202,22.70834952528842
20101102_00000000000000000000,170302,22.864067493492673
20101102_00000000000000000008,170303,22.88294376068371
20101102_0000000000000000000a,170301,22.696255332408235
20101102_00000000000000000001,170101,23.192936969001227
20101102_00000000000000000002,170104,23.45989611719588
20101102_00000000000000000003,170102,23.537793234684685
20101102_00000000000000000007,170103,23.336233585987987
20101103_00000000000000000004,170201,21.479612585674182
20101103_00000000000000000005,170203,24.32982110108563
20101103_00000000000000000006,170204,23.459250981581054
20101103_00000000000000000009,170202,24.247460096126375
20101103_00000000000000000000,170302,25.249844156368816
20101103_00000000000000000008,170303,25.221018432456955
20101103_0000000000000000000a,170301,25.054990306785893
20101103_00000000000000000001,170101,25.272742912678357
20101103_00000000000000000002,170104,25.807137975974012
20101103_00000000000000000003,170102,25.305346869216958
20101103_00000000000000000007,170103,25.453502216814794
20101104_00000000000000000004,170201,22.544602098078954
20101104_00000000000000000005,170203,25.172728002634685
20101104_00000000000000000006,170204,24.149361700217682
20101104_00000000000000000009,170202,25.279767311242537
20101104_00000000000000000000,170302,26.98339336323599
20101104_00000000000000000008,170303,26.95378087306869
20101104_0000000000000000000a,170301,26.717645216246908
20101104_00000000000000000001,170101,26.549795181239983
20101104_00000000000000000002,170104,26.837483821543113
20101104_00000000000000000003,170102,26.27084964040691
20101104_00000000000000000007,170103,26.958964081239955
20101105_00000000000000000004,170201,23.588791724787708
20101105_00000000000000000005,170203,26.078334781124152
20101105_00000000000000000006,170204,25.092024414898944
20101105_00000000000000000009,170202,26.027791124678995
20101105_00000000000000000000,170302,27.425864446607473
20101105_00000000000000000008,170303,27.370007660420967
20101105_0000000000000000000a,170301,27.114297732564086
20101105_00000000000000000001,170101,27.172215235744314
20101105_00000000000000000002,170104,27.397387057823146
20101105_00000000000000000003,170102,26.925239990449516
20101105_00000000000000000007,170103,27.47226282916552
20101106_00000000000000000004,170201,21.405928115547663
20101106_00000000000000000005,170203,23.354899543740977
20101106_00000000000000000006,170204,22.82752044148476
20101106_00000000000000000009,170202,23.783240713681913
20101106_00000000000000000000,170302,23.87152033600945
20101106_00000000000000000008,170303,23.728644312933124
20101106_0000000000000000000a,170301,24.19158060576184
20101106_00000000000000000001,170101,24.053959369732688
20101106_00000000000000000002,170104,24.462244399161307
20101106_00000000000000000003,170102,24.61164194050496
20101106_00000000000000000007,170103,23.828524544084416
20101107_00000000000000000004,170201,21.253541670577068
20101107_00000000000000000005,170203,23.589478233965067
20101107_00000000000000000006,170204,23.051837511910282
20101107_00000000000000000009,170202,23.479621650516773
20101107_00000000000000000000,170302,24.19139894681918
20101107_00000000000000000008,170303,24.166650701710918
20101107_0000000000000000000a,170301,24.265316926823573
20101107_00000000000000000001,170101,24.30900700598141
20101107_00000000000000000002,170104,24.774735704777132
20101107_00000000000000000003,170102,24.829307041468034
20101107_00000000000000000007,170103,24.353156436524955
20101108_00000000000000000004,170201,22.529435022276935
20101108_00000000000000000005,170203,24.931629141227678
20101108_00000000000000000006,170204,24.224953259030688
20101108_00000000000000000009,170202,24.82405218823862
20101108_00000000000000000000,170302,25.576717179426062
20101108_00000000000000000008,170303,25.621334202776154
20101108_0000000000000000000a,170301,25.358043948155924
20101108_00000000000000000001,170101,25.610617949184878
20101108_00000000000000000002,170104,26.05839004375143
20101108_00000000000000000003,170102,25.753898183500894
20101108_00000000000000000007,170103,25.860039058036666
20101109_00000000000000000004,170201,22.041422738971082
20101109_00000000000000000005,170203,24.021722118230304
20101109_00000000000000000006,170204,23.174091951778433
20101109_00000000000000000009,170202,24.140939578700042
20101109_00000000000000000000,170302,25.14814258928174
20101109_00000000000000000008,170303,25.062100075432042
20101109_0000000000000000000a,170301,25.503300985993178
20101109_00000000000000000001,170101,24.996075778866103
20101109_00000000000000000002,170104,25.322728432631724
20101109_00000000000000000003,170102,25.076152579592403
20101109_00000000000000000007,170103,25.2391195226184
20101110_00000000000000000004,170201,20.55805368977031
20101110_00000000000000000005,170203,22.43918987181943
20101110_00000000000000000006,170204,22.12396883589943
20101110_00000000000000000009,170202,22.589480867760024
20101110_00000000000000000000,170302,22.051909844772208
20101110_00000000000000000008,170303,22.173911560036018
20101110_0000000000000000000a,170301,22.54960325191178
20101110_00000000000000000001,170101,22.755386814293505
20101110_00000000000000000002,170104,23.096247590258304
20101110_00000000000000000003,170102,23.161912772327497
20101110_00000000000000000007,170103,22.51484068669099
20101111_00000000000000000004,170201,19.87283420236305
20101111_00000000000000000005,170203,22.300021409015123
20101111_00000000000000000006,170204,21.868500803867434
20101111_00000000000000000009,170202,21.44917238693902
20101111_00000000000000000000,170302,21.344347151720182
20101111_00000000000000000008,170303,21.581205853315478
20101111_0000000000000000000a,170301,21.058567509429697
20101111_00000000000000000001,170101,22.092583246248
20101111_00000000000000000002,170104,22.796120623373536
20101111_00000000000000000003,170102,23.135835734249785
20101111_00000000000000000007,170103,21.923517321402688
20101112_00000000000000000004,170201,21.323147187133245
20101112_00000000000000000005,170203,23.709023044567026
20101112_00000000000000000006,170204,23.01964674502986
20101112_00000000000000000009,170202,23.126722558115222
20101112_00000000000000000000,170302,23.540571631775993
20101112_00000000000000000008,170303,23.638776158184363
20101112_0000000000000000000a,170301,23.206182275773813
20101112_00000000000000000001,170101,23.924068235332722
20101112_00000000000000000002,170104,24.589002369018406
20101112_00000000000000000003,170102,24.584920685798597
20101112_00000000000000000007,170103,23.962616141379517
20101113_00000000000000000004,170201,22.44283498380429
20101113_00000000000000000005,170203,25.027292470445087
20101113_00000000000000000006,170204,24.15822771016667
20101113_00000000000000000009,170202,24.849577008357347
20101113_00000000000000000000,170302,25.702738662023155
20101113_00000000000000000008,170303,25.66239904954381
20101113_0000000000000000000a,170301,25.423423334788946
20101113_00000000000000000001,170101,25.753217042300413
20101113_00000000000000000002,170104,26.154375127174568
20101113_00000000000000000003,170102,25.999541409779507
20101113_00000000000000000007,170103,25.895271541308997
20101114_00000000000000000004,170201,23.169720015266325
20101114_00000000000000000005,170203,25.944426402033596
20101114_00000000000000000006,170204,25.019243219406544
20101114_00000000000000000009,170202,25.632711318132145
20101114_00000000000000000000,170302,26.30425545031977
20101114_00000000000000000008,170303,26.335101980611114
20101114_0000000000000000000a,170301,25.996475783350135
20101114_00000000000000000001,170101,26.57840757737151
20101114_00000000000000000002,170104,27.076934091908313
20101114_00000000000000000003,170102,26.95092419915023
20101114_00000000000000000007,170103,26.754473321880894
20101115_00000000000000000004,170201,22.841702591525497
20101115_00000000000000000005,170203,25.672316152068586
20101115_00000000000000000006,170204,24.90159745207019
20101115_00000000000000000009,170202,25.410890520003125
20101115_00000000000000000000,170302,25.142473096493294
20101115_00000000000000000008,170303,25.27547326117701
20101115_0000000000000000000a,170301,25.013682774560536
20101115_00000000000000000001,170101,26.04575667156307
20101115_00000000000000000002,170104,26.661914060232178
20101115_00000000000000000003,170102,26.71486994320369
20101115_00000000000000000007,170103,25.837578656636943
20101116_00000000000000000004,170201,21.729811389573864
20101116_00000000000000000005,170203,23.635484162402413
20101116_00000000000000000006,170204,23.081883266878624
20101116_00000000000000000009,170202,24.304622439546417
20101116_00000000000000000000,170302,25.055255344312222
20101116_00000000000000000008,170303,24.823678133366915
20101116_0000000000000000000a,170301,25.24290791753095
20101116_00000000000000000001,170101,24.684039437347657
20101116_00000000000000000002,170104,24.441113890716895
20101116_00000000000000000003,170102,23.969759753580693
20101116_00000000000000000007,170103,24.709102381303737
20101117_00000000000000000004,170201,20.002166557778356
20101117_00000000000000000005,170203,21.417010174275582
20101117_00000000000000000006,170204,20.777954858752565
20101117_00000000000000000009,170202,22.32041901757576
20101117_00000000000000000000,170302,23.416159442985446
20101117_00000000000000000008,170303,23.07883897251227
20101117_0000000000000000000a,170301,23.889923117258366
20101117_00000000000000000001,170101,22.71210519459236
20101117_00000000000000000002,170104,22.395856357497916
20101117_00000000000000000003,170102,21.967873948931302
20101117_00000000000000000007,170103,22.874675552020626
20101118_00000000000000000004,170201,20.055271259637095
20101118_00000000000000000005,170203,22.164347813360248
20101118_00000000000000000006,170204,21.53633974173177
20101118_00000000000000000009,170202,21.745287482213143
20101118_00000000000000000000,170302,23.017935294537732
20101118_00000000000000000008,170303,22.780657479018405
20101118_0000000000000000000a,170301,23.25086310761976
20101118_00000000000000000001,170101,22.64521767596789
20101118_00000000000000000002,170104,22.95899046104649
20101118_00000000000000000003,170102,23.048229571614332
20101118_00000000000000000007,170103,22.912242037368916
20101119_00000000000000000004,170201,21.611881447442915
20101119_00000000000000000005,170203,23.63458166201714
20101119_00000000000000000006,170204,22.49065560756043
20101119_00000000000000000009,170202,23.34000974389202
20101119_00000000000000000000,170302,24.14750235685777
20101119_00000000000000000008,170303,24.084188832552314
20101119_0000000000000000000a,170301,24.28499292976778
20101119_00000000000000000001,170101,24.28014193801273
20101119_00000000000000000002,170104,24.65962362204667
20101119_00000000000000000003,170102,23.94776526917672
20101119_00000000000000000007,170103,24.44386287162678
20101120_00000000000000000004,170201,21.665243779301367
20101120_00000000000000000005,170203,23.786150368963536
20101120_00000000000000000006,170204,22.56366338591048
20101120_00000000000000000009,170202,23.304064466271313
20101120_00000000000000000000,170302,24.03485441990507
20101120_00000000000000000008,170303,24.019866153386115
20101120_0000000000000000000a,170301,24.01021240968547
20101120_00000000000000000001,170101,24.252160477583345
20101120_00000000000000000002,170104,24.72276426485175
20101120_00000000000000000003,170102,23.91917490355685
20101120_00000000000000000007,170103,24.507925946495543
20101121_00000000000000000004,170201,21.923841045365496
20101121_00000000000000000005,170203,24.082538277480662
20101121_00000000000000000006,170204,23.01613800916756
20101121_00000000000000000009,170202,23.80629481598841
20101121_00000000000000000000,170302,24.462185890763177
20101121_00000000000000000008,170303,24.475121468172127
20101121_0000000000000000000a,170301,24.408448244850316
20101121_00000000000000000001,170101,24.693303541187895
20101121_00000000000000000002,170104,25.108893032928375
20101121_00000000000000000003,170102,24.49920230149026
20101121_00000000000000000007,170103,24.900839829222743
20101122_00000000000000000004,170201,22.215699835910897
20101122_00000000000000000005,170203,24.062293094390274
20101122_00000000000000000006,170204,22.50716028986326
20101122_00000000000000000009,170202,24.222521094942493
20101122_00000000000000000000,170302,25.29119274180726
20101122_00000000000000000008,170303,25.386261611307766
20101122_0000000000000000000a,170301,24.934417448688635
20101122_00000000000000000001,170101,25.343656454692503
20101122_00000000000000000002,170104,25.599315515457928
20101122_00000000000000000003,170102,24.365174148403824
20101122_00000000000000000007,170103,25.75817252372429
20101123_00000000000000000004,170201,22.0544551449691
20101123_00000000000000000005,170203,24.071766616720147
20101123_00000000000000000006,170204,22.54294302129053
20101123_00000000000000000009,170202,24.085138997502344
20101123_00000000000000000000,170302,25.885716690447275
20101123_00000000000000000008,170303,25.78900239525941
20101123_0000000000000000000a,170301,25.605636932479968
20101123_00000000000000000001,170101,25.235748716439193
20101123_00000000000000000002,170104,25.15509470731322
20101123_00000000000000000003,170102,24.097280674107452
20101123_00000000000000000007,170103,25.914281052991427
20101124_00000000000000000004,170201,21.400120503568026
20101124_00000000000000000005,170203,22.512048357609473
20101124_00000000000000000006,170204,21.314138083577593
20101124_00000000000000000009,170202,23.10169282630617
20101124_00000000000000000000,170302,23.672976393489858
20101124_00000000000000000008,170303,23.48043849949008
20101124_0000000000000000000a,170301,23.685392379306606
20101124_00000000000000000001,170101,23.488719939486515
20101124_00000000000000000002,170104,23.427113867325303
20101124_00000000000000000003,170102,22.780910099964846
20101124_00000000000000000007,170103,23.60165864551602
20101125_00000000000000000004,170201,20.06254714748886
20101125_00000000000000000005,170203,22.137144437694083
20101125_00000000000000000006,170204,21.234527146367103
20101125_00000000000000000009,170202,22.381718807751582
20101125_00000000000000000000,170302,23.130533362161557
20101125_00000000000000000008,170303,23.044286260660094
20101125_0000000000000000000a,170301,22.906145016897128
20101125_00000000000000000001,170101,22.912017051627817
20101125_00000000000000000002,170104,23.251068283998094
20101125_00000000000000000003,170102,22.74991866059059
20101125_00000000000000000007,170103,23.143027484405554
20101126_00000000000000000004,170201,20.892185500902453
20101126_00000000000000000005,170203,23.62057675278214
20101126_00000000000000000006,170204,23.173085490156172
20101126_00000000000000000009,170202,22.804907724950173
20101126_00000000000000000000,170302,24.072573272455777
20101126_00000000000000000008,170303,24.620069230261457
20101126_0000000000000000000a,170301,23.58819671734096
20101126_00000000000000000001,170101,24.359238185793117
20101126_00000000000000000002,170104,24.830129433812157
20101126_00000000000000000003,170102,24.83621111628576
20101126_00000000000000000007,170103,24.96017683235348
20101127_00000000000000000004,170201,22.507424729649582
20101127_00000000000000000005,170203,25.268421187094326
20101127_00000000000000000006,170204,24.472932258055444
20101127_00000000000000000009,170202,24.984848339164934
20101127_00000000000000000000,170302,25.712040989227255
20101127_00000000000000000008,170303,25.82520177586174
20101127_0000000000000000000a,170301,25.67550604346636
20101127_00000000000000000001,170101,25.99405068913851
20101127_00000000000000000002,170104,26.33494494999129
20101127_00000000000000000003,170102,26.033339710696154
20101127_00000000000000000007,170103,26.179379632158415
20101128_00000000000000000004,170201,22.670481294533353
20101128_00000000000000000005,170203,25.30715555317465
20101128_00000000000000000006,170204,24.193873683102098
20101128_00000000000000000009,170202,25.04801887884072
20101128_00000000000000000000,170302,26.831805601097255
20101128_00000000000000000008,170303,26.805662658401744
20101128_0000000000000000000a,170301,26.439318069091918
20101128_00000000000000000001,170101,26.17591296137531
20101128_00000000000000000002,170104,26.55216112183434
20101128_00000000000000000003,170102,25.996403460579142
20101128_00000000000000000007,170103,26.723410364404096
20101129_00000000000000000004,170201,22.513360032600907
20101129_00000000000000000005,170203,24.09952039448705
20101129_00000000000000000006,170204,23.173963383642842
20101129_00000000000000000009,170202,24.715953777019845
20101129_00000000000000000000,170302,25.607885362445273
20101129_00000000000000000008,170303,25.383258932560615
20101129_0000000000000000000a,170301,25.54744545740315
20101129_00000000000000000001,170101,25.023811800201035
20101129_00000000000000000002,170104,24.846965187827678
20101129_00000000000000000003,170102,24.466895674299245
20101129_00000000000000000007,170103,25.131850267906852
20101130_00000000000000000004,170201,21.29761941252246
20101130_00000000000000000005,170203,23.19828254927873
20101130_00000000000000000006,170204,22.49763890314956
20101130_00000000000000000009,170202,22.974610877299025
20101130_00000000000000000000,170302,24.25834571498021
20101130_00000000000000000008,170303,24.101577700989086
20101130_0000000000000000000a,170301,24.26286048283905
20101130_00000000000000000001,170101,23.8037933051653
20101130_00000000000000000002,170104,23.97409615857684
20101130_00000000000000000003,170102,23.74929962628011
20101130_00000000000000000007,170103,24.160543520561795
20101201_00000000000000000004,170201,21.792727234997667
20101201_00000000000000000005,170203,23.450392898826408
20101201_00000000000000000006,170204,22.682236586013836
20101201_00000000000000000009,170202,23.367546030389274
20101201_00000000000000000000,170302,24.509667594306936
20101201_00000000000000000008,170303,24.52605309832875
20101201_0000000000000000000a,170301,23.88332298703801
20101201_00000000000000000001,170101,23.898149642203528
20101201_00000000000000000002,170104,24.179650579820006
20101201_00000000000000000003,170102,23.861136415166637
20101201_00000000000000000007,170103,24.454672293234154
20101202_00000000000000000004,170201,22.16677998590545
20101202_00000000000000000005,170203,24.38655805389673
20101202_00000000000000000006,170204,23.5895375721273
20101202_00000000000000000009,170202,23.965085161093842
20101202_00000000000000000000,170302,24.669002031265975
20101202_00000000000000000008,170303,24.79826580015252
20101202_0000000000000000000a,170301,24.132168462932224
20101202_00000000000000000001,170101,24.703124361647152
20101202_00000000000000000002,170104,25.249274595672563
20101202_00000000000000000003,170102,25.023546814659685
20101202_00000000000000000007,170103,25.12469240475902
20101203_00000000000000000004,170201,22.448167987475646
20101203_00000000000000000005,170203,24.991745345326944
20101203_00000000000000000006,170204,23.83015340799346
20101203_00000000000000000009,170202,24.365050334187774
20101203_00000000000000000000,170302,25.508912577920047
20101203_00000000000000000008,170303,25.637644642719113
20101203_0000000000000000000a,170301,24.980306092014317
20101203_00000000000000000001,170101,25.503014937384883
20101203_00000000000000000002,170104,26.11956104905256
20101203_00000000000000000003,170102,25.633448981651544
20101203_00000000000000000007,170103,25.994260276980658
20101204_00000000000000000004,170201,21.882629359192727
20101204_00000000000000000005,170203,23.38026549852381
20101204_00000000000000000006,170204,22.35770149238836
20101204_00000000000000000009,170202,23.50367832555872
20101204_00000000000000000000,170302,24.231864200365862
20101204_00000000000000000008,170303,24.386336551250423
20101204_0000000000000000000a,170301,23.752216987977587
20101204_00000000000000000001,170101,24.05761850982456
20101204_00000000000000000002,170104,24.229141332150455
20101204_00000000000000000003,170102,23.591936816282146
20101204_00000000000000000007,170103,24.611298351513838
20101205_00000000000000000004,170201,22.25860798400587
20101205_00000000000000000005,170203,24.39764795174402
20101205_00000000000000000006,170204,23.459417197159663
20101205_00000000000000000009,170202,24.485151328220883
20101205_00000000000000000000,170302,25.589626513110524
20101205_00000000000000000008,170303,25.67015002670006
20101205_0000000000000000000a,170301,25.20974401844362
20101205_00000000000000000001,170101,25.31132959008674
20101205_00000000000000000002,170104,25.66525610271988
20101205_00000000000000000003,170102,24.902755114070583
20101205_00000000000000000007,170103,25.869709984913616
20101206_00000000000000000004,170201,23.34157685906218
20101206_00000000000000000005,170203,26.285396203321774
20101206_00000000000000000006,170204,25.632287903044702
20101206_00000000000000000009,170202,25.881533819811562
20101206_00000000000000000000,170302,26.78792430996043
20101206_00000000000000000008,170303,26.95057432142925
20101206_0000000000000000000a,170301,26.512341848775577
20101206_00000000000000000001,170101,27.006903790325033
20101206_00000000000000000002,170104,27.476985067616482
20101206_00000000000000000003,170102,27.17461626871618
20101206_00000000000000000007,170103,27.36158915223138
20101207_00000000000000000004,170201,23.332861248362853
20101207_00000000000000000005,170203,26.306302264775788
20101207_00000000000000000006,170204,25.20282845554726
20101207_00000000000000000009,170202,26.158956982959957
20101207_00000000000000000000,170302,27.288211485861186
20101207_00000000000000000008,170303,27.35956274126503
20101207_0000000000000000000a,170301,26.96527734014921
20101207_00000000000000000001,170101,27.43454192192071
20101207_00000000000000000002,170104,27.897314191693972
20101207_00000000000000000003,170102,27.381507666264408
20101207_00000000000000000007,170103,27.75661389124594
20101208_00000000000000000004,170201,23.266314562025762
20101208_00000000000000000005,170203,25.365769446118005
20101208_00000000000000000006,170204,24.03125101886718
20101208_00000000000000000009,170202,25.818412962614648
20101208_00000000000000000000,170302,27.027894245271682
20101208_00000000000000000008,170303,26.88986470946816
20101208_0000000000000000000a,170301,26.766845191345798
20101208_00000000000000000001,170101,26.769428014213943
20101208_00000000000000000002,170104,26.909865931778675
20101208_00000000000000000003,170102,26.209732569297522
20101208_00000000000000000007,170103,27.0441747587425
20101209_00000000000000000004,170201,23.184868251997802
20101209_00000000000000000005,170203,24.96135789955155
20101209_00000000000000000006,170204,23.660268274116085
20101209_00000000000000000009,170202,25.107549779543444
20101209_00000000000000000000,170302,25.88475151624612
20101209_00000000000000000008,170303,25.936543707631248
20101209_0000000000000000000a,170301,25.626467872031153
20101209_00000000000000000001,170101,25.640968508292257
20101209_00000000000000000002,170104,25.803004094597135
20101209_00000000000000000003,170102,25.14519401554004
20101209_00000000000000000007,170103,25.963622406728355
20101210_00000000000000000004,170201,23.75140448696944
20101210_00000000000000000005,170203,25.937072711283864
20101210_00000000000000000006,170204,24.368297184211418
20101210_00000000000000000009,170202,25.7133872708071
20101210_00000000000000000000,170302,26.738384132999236
20101210_00000000000000000008,170303,26.814709420643116
20101210_0000000000000000000a,170301,26.37774703879579
20101210_00000000000000000001,170101,26.611409861450984
20101210_00000000000000000002,170104,27.02544663644989
20101210_00000000000000000003,170102,26.082967890280628
20101210_00000000000000000007,170103,27.015047223561016
20101211_00000000000000000004,170201,23.500058527328754
20101211_00000000000000000005,170203,25.55827632667407
20101211_00000000000000000006,170204,23.644869489562517
20101211_00000000000000000009,170202,25.30706363168755
20101211_00000000000000000000,170302,26.022502317989467
20101211_00000000000000000008,170303,26.105453274358236
20101211_0000000000000000000a,170301,25.756440244805233
20101211_00000000000000000001,170101,26.144335706102144
20101211_00000000000000000002,170104,26.615064513888935
20101211_00000000000000000003,170102,25.458348443886408
20101211_00000000000000000007,170103,26.45110073027762
20101212_00000000000000000004,170201,23.85163035017529
20101212_00000000000000000005,170203,25.846887106817427
20101212_00000000000000000006,170204,23.65406462199872
20101212_00000000000000000009,170202,26.026190231854873
20101212_00000000000000000000,170302,26.001237823367752
20101212_00000000000000000008,170303,26.14566426557731
20101212_0000000000000000000a,170301,25.943188834817594
20101212_00000000000000000001,170101,26.700029380055152
20101212_00000000000000000002,170104,27.32592065534864
20101212_00000000000000000003,170102,25.827212533624735
20101212_00000000000000000007,170103,26.619770205535044
20101213_00000000000000000004,170201,23.486070664749644
20101213_00000000000000000005,170203,25.580117579925627
20101213_00000000000000000006,170204,23.63734269412395
20101213_00000000000000000009,170202,25.721306898289896
20101213_00000000000000000000,170302,26.573116919574332
20101213_00000000000000000008,170303,26.54466197743762
20101213_0000000000000000000a,170301,26.358177119973735
20101213_00000000000000000001,170101,26.386060234774305
20101213_00000000000000000002,170104,26.660095251129317
20101213_00000000000000000003,170102,25.44545630697804
20101213_00000000000000000007,170103,26.617970222455586
20101214_00000000000000000004,170201,17.35712538414069
20101214_00000000000000000005,170203,17.43228239695921
20101214_00000000000000000006,170204,17.188923136393246
20101214_00000000000000000009,170202,18.603726834954568
20101214_00000000000000000000,170302,17.455577005136952
20101214_00000000000000000008,170303,17.045476674599147
20101214_0000000000000000000a,170301,19.04362244963126
20101214_00000000000000000001,170101,17.673879879481163
20101214_00000000000000000002,170104,17.279920177447387
20101214_00000000000000000003,170102,17.507493023832982
20101214_00000000000000000007,170103,16.9716802010735
20101215_00000000000000000004,170201,19.701210551774462
20101215_00000000000000000005,170203,21.139179153683862
20101215_00000000000000000006,170204,20.7561952744326
20101215_00000000000000000009,170202,20.918245565013557
20101215_00000000000000000000,170302,20.502009379680654
20101215_00000000000000000008,170303,20.408134315589702
20101215_0000000000000000000a,170301,20.5046359165364
20101215_00000000000000000001,170101,21.15680080470702
20101215_00000000000000000002,170104,21.799367935559708
20101215_00000000000000000003,170102,21.93795071838164
20101215_00000000000000000007,170103,20.88205029265979
20101216_00000000000000000004,170201,21.69671080448616
20101216_00000000000000000005,170203,23.792712693991632
20101216_00000000000000000006,170204,22.952985278511875
20101216_00000000000000000009,170202,23.942617626722434
20101216_00000000000000000000,170302,24.400920371946277
20101216_00000000000000000008,170303,24.615145803074643
20101216_0000000000000000000a,170301,24.00930822402878
20101216_00000000000000000001,170101,24.667888907911426
20101216_00000000000000000002,170104,25.198028335782382
20101216_00000000000000000003,170102,24.79170913263575
20101216_00000000000000000007,170103,24.940143142556778
20101217_00000000000000000004,170201,22.551666316452387
20101217_00000000000000000005,170203,24.47324838302287
20101217_00000000000000000006,170204,23.327865550692064
20101217_00000000000000000009,170202,24.737900226130964
20101217_00000000000000000000,170302,25.550240425304583
20101217_00000000000000000008,170303,25.644607331972054
20101217_0000000000000000000a,170301,25.308864221730758
20101217_00000000000000000001,170101,25.56383146915502
20101217_00000000000000000002,170104,25.94221374861554
20101217_00000000000000000003,170102,25.31332802093315
20101217_00000000000000000007,170103,25.826990689753156
20101218_00000000000000000004,170201,22.641500918295034
20101218_00000000000000000005,170203,24.410279536533324
20101218_00000000000000000006,170204,23.22742828951172
20101218_00000000000000000009,170202,24.623782889069435
20101218_00000000000000000000,170302,25.5900987506183
20101218_00000000000000000008,170303,25.610311083821266
20101218_0000000000000000000a,170301,25.32211472338603
20101218_00000000000000000001,170101,25.211620284542033
20101218_00000000000000000002,170104,25.31834599248336
20101218_00000000000000000003,170102,24.916880984469397
20101218_00000000000000000007,170103,25.513088627063443
20101219_00000000000000000004,170201,22.71855473137094
20101219_00000000000000000005,170203,25.070905734305338
20101219_00000000000000000006,170204,23.446533789014012
